Postcode;Plaatsnaam;Provincie
9310;Moorsel;Oost-Vlaanderen 
8560;Moorsele;West-Vlaanderen
8890;MOORSLEDE;West-Vlaanderen
9860;Moortsele;Oost-Vlaanderen 
3740;Mopertingen;Limburg
9790;Moregem;Oost-Vlaanderen 
4850;Moresnet;Luik
6640;Morhet;Luxemburg
5621;Morialmé;Namen
2200;Morkhoven;Antwerpen
7140;Morlanwelz-Mariemont;Henegouwen
6997;Mormont;Luxemburg
5190;Mornimont;Namen
4670;Mortier;Luik
4607;Mortroux;Luik
2640;MORTSEL;Antwerpen
5620;Morville;Namen
7812;Moulbaix;Henegouwen
7543;Mourcourt;Henegouwen
7911;Moustier;Henegouwen
5190;Moustier-Sur-Sambre;Namen
5550;Mouzaive;Namen
4280;Moxhe;Luik
5340;Mozet;Namen
2812;Muizen;Antwerpen
3891;Muizen;Limburg
9700;Mullem;Oost-Vlaanderen 
9630;Munkzwalm;Oost-Vlaanderen 
6820;Muno;Luxemburg
3740;Munsterbilzen;Limburg
9820;Munte;Oost-Vlaanderen 
6750;MUSSON;Luxemburg
6750;Mussy-La-Ville;Luxemburg
4190;My;Luik
7062;Naast;Henegouwen
6660;Nadrin;Luxemburg
5550;Nafraiture;Namen
6120;Nalinnes;Henegouwen
5300;Namêche;Namen
5000;NAMUR;Namen
4550;NANDRIN;Luik
5100;Naninne;Namen
5555;Naomé;Namen
6950;NASSOGNE;Luxemburg
1110;NATO;
5360;Natoye;Namen
9810;NAZARETH;Oost-Vlaanderen 
7730;Néchin;Henegouwen
1120;Neder-Over-Heembeek;Brussel (19 gemeenten)
9500;Nederboelare;Oost-Vlaanderen 
9660;Nederbrakel;Oost-Vlaanderen 
9700;Nederename;Oost-Vlaanderen 
9400;Nederhasselt;Oost-Vlaanderen 
1910;Nederokkerzeel;Vlaams-Brabant
9636;Nederzwalm-Hermelgem;Oost-Vlaanderen 
3670;Neerglabbeek;Limburg
3620;Neerharen;Limburg
3350;Neerhespen;Vlaams-Brabant
1357;Neerheylissem;Waals-Brabant
3040;Neerijse;Vlaams-Brabant
3404;Neerlanden;Vlaams-Brabant
3350;Neerlinter;Vlaams-Brabant
3680;Neeroeteren;Limburg
3910;NEERPELT;Limburg
3700;Neerrepen;Limburg
3370;Neervelp;Vlaams-Brabant
7784;Neerwaasten;Henegouwen
3400;Neerwinden;Vlaams-Brabant
9403;Neigem;Oost-Vlaanderen 
3700;Nerem;Limburg
4870;Nessonvaux;Luik
1390;Nethen;Waals-Brabant
5377;Nettinne;Namen
4721;Neu-Moresnet;Luik
4608;Neufchâteau;Luik
6840;NEUFCHÂTEAU;Luxemburg
7332;Neufmaison;Henegouwen
7063;Neufvilles;Henegouwen
5600;Neuville;Namen
4121;Neuville-En-Condroz;Luik
9850;NEVELE;Oost-Vlaanderen 
2845;NIEL;Antwerpen
3668;Niel-Bij-As;Limburg
3890;Niel-Bij-Sint-Truiden;Limburg
9506;Nieuwenhove;Oost-Vlaanderen 
1880;Nieuwenrode;Vlaams-Brabant
3850;NIEUWERKERKEN;Limburg
9320;Nieuwerkerken;Oost-Vlaanderen 
8600;Nieuwkapelle;West-Vlaanderen
8950;Nieuwkerke;West-Vlaanderen
9100;Nieuwkerken-Waas;Oost-Vlaanderen 
8377;Nieuwmunster;West-Vlaanderen
8620;NIEUWPOORT;West-Vlaanderen
3221;Nieuwrode;Vlaams-Brabant
2560;NIJLEN;Antwerpen
1457;Nil-Saint-Vincent-Saint-Martin;Waals-Brabant
7020;Nimy;Henegouwen
9400;NINOVE;Oost-Vlaanderen 
5670;Nismes;Namen
1400;NIVELLES;Waals-Brabant
5680;Niverlée;Namen
6640;Nives;Luxemburg
6717;Nobressart;Luxemburg
1320;Nodebais;Waals-Brabant
1350;Noduwez;Waals-Brabant
7080;Noirchain;Henegouwen
6831;Noirfontaine;Luxemburg
5377;Noiseux;Namen
9771;Nokere;Oost-Vlaanderen 
6851;Nollevaux;Luxemburg
2200;Noorderwijk;Antwerpen
8647;Noordschote;West-Vlaanderen
1930;Nossegem;Vlaams-Brabant
6717;Nothomb;Luxemburg
7022;Nouvelles;Henegouwen
4347;Noville;Luik
6600;Noville;Luxemburg
5380;Noville-Les-Bois;Namen
5310;Noville-Sur-Méhaigne;Namen
9681;Nukerke;Oost-Vlaanderen 
6230;Obaix;Henegouwen
7743;Obigies;Henegouwen
7034;Obourg;Henegouwen
6890;Ochamps;Luxemburg
4560;Ocquier;Luik
6960;Odeigne;Luxemburg
4367;Odeur;Luik
8730;Oedelem;West-Vlaanderen
8800;Oekene;West-Vlaanderen
2520;Oelegem;Antwerpen
8690;Oeren;West-Vlaanderen
8720;Oeselgem;West-Vlaanderen
1755;Oetingen;Vlaams-Brabant
7911;Oeudeghien;Henegouwen
2260;Oevel;Antwerpen
6850;Offagne;Luxemburg
1934;Office Exchange Brussels Airport Remailing;
7862;Ogy;Henegouwen
1380;Ohain;Waals-Brabant
5350;OHEY;Namen
5670;Oignies-En-Thiérache;Namen
1480;Oisquercq;Waals-Brabant
5555;Oizy;Namen
9400;Okegem;Oost-Vlaanderen 
2250;OLEN;Antwerpen
4300;Oleye;Luik
7866;Ollignies;Henegouwen
5670;Olloy-Sur-Viroin;Namen
2491;Olmen;Antwerpen
4877;OLNE;Luik
9870;Olsene;Oost-Vlaanderen 
4252;Omal;Luik
4540;Ombret;Luik
5600;Omezée;Namen
6900;On;Luxemburg
5520;ONHAYE;Namen
9500;Onkerzele;Oost-Vlaanderen 
7387;Onnezies;Henegouwen
5190;Onoz;Namen
1760;Onze-Lieve-Vrouw-Lombeek;Vlaams-Brabant
2861;Onze-Lieve-Vrouw-Waver;Antwerpen
8710;Ooigem;West-Vlaanderen
9700;Ooike;Oost-Vlaanderen 
9790;Ooike;Oost-Vlaanderen 
9520;Oombergen;Oost-Vlaanderen 
9620;Oombergen;Oost-Vlaanderen 
3300;Oorbeek;Vlaams-Brabant
9340;Oordegem;Oost-Vlaanderen 
9041;Oostakker;Oost-Vlaanderen 
8670;Oostduinkerke;West-Vlaanderen
9968;Oosteeklo;Oost-Vlaanderen 
8400;OOSTENDE;West-Vlaanderen
9860;OOSTERZELE;Oost-Vlaanderen 
3945;Oostham;Limburg
8020;OOSTKAMP;West-Vlaanderen
8340;Oostkerke;West-Vlaanderen
8600;Oostkerke;West-Vlaanderen
2390;Oostmalle;Antwerpen
8840;Oostnieuwkerke;West-Vlaanderen
8780;OOSTROZEBEKE;West-Vlaanderen
8640;Oostvleteren;West-Vlaanderen
9931;Oostwinkel;Oost-Vlaanderen 
9660;Opbrakel;Oost-Vlaanderen 
9255;Opdorp;Oost-Vlaanderen 
3660;OPGLABBEEK;Limburg
3630;Opgrimbie;Limburg
1421;Ophain-Bois-Seigneur-Isaac;Waals-Brabant
9500;Ophasselt;Oost-Vlaanderen 
3870;Opheers;Limburg
1357;Opheylissem;Waals-Brabant
3640;Ophoven;Limburg
3960;Opitter;Limburg
3300;Oplinter;Vlaams-Brabant
3680;Opoeteren;Limburg
6852;Opont;Luxemburg
1315;Opprebais;Waals-Brabant
2890;Oppuurs;Antwerpen
3360;Opvelp;Vlaams-Brabant
1745;OPWIJK;Vlaams-Brabant
1360;Orbais;Waals-Brabant
5550;Orchimont;Namen
7501;Orcq;Henegouwen
3800;Ordingen;Limburg
5640;Oret;Namen
4360;OREYE;Luik
6880;Orgeo;Luxemburg
7802;Ormeignies;Henegouwen
1350;Orp-Le-Grand;Waals-Brabant
7750;Orroir;Henegouwen
3350;Orsmaal-Gussenhoven;Vlaams-Brabant
6983;Ortho;Luxemburg
7804;Ostiches;Henegouwen
8553;Otegem;West-Vlaanderen
4210;Oteppe;Luik
4340;Othée;Luik
4360;Otrange;Luik
3040;Ottenburg;Vlaams-Brabant
9420;Ottergem;Oost-Vlaanderen 
1340;Ottignies;Waals-Brabant
3050;OUD-HEVERLEE;Vlaams-Brabant
2360;OUD-TURNHOUT;Antwerpen
9200;Oudegem;Oost-Vlaanderen 
8600;Oudekapelle;West-Vlaanderen
9700;OUDENAARDE;Oost-Vlaanderen 
1600;Oudenaken;Vlaams-Brabant
8460;OUDENBURG;West-Vlaanderen
1160;OUDERGEM;Brussel (19 gemeenten)
4590;OUFFET;Luik
4102;Ougrée;Luik
4680;OUPEYE;Luik
9406;Outer;Oost-Vlaanderen 
3321;Outgaarden;Vlaams-Brabant
4577;Outrelouxhe;Luik
8582;Outrijve;West-Vlaanderen
9750;Ouwegem;Oost-Vlaanderen 
9500;Overboelare;Oost-Vlaanderen 
3350;Overhespen;Vlaams-Brabant
3090;OVERIJSE;Vlaams-Brabant
9290;Overmere;Oost-Vlaanderen 
3900;OVERPELT;Limburg
3700;Overrepen;Limburg
3400;Overwinden;Vlaams-Brabant
3583;Paal;Limburg
4452;Paifve;Luik
4560;Pailhe;Luik
6850;PALISEUL;Luxemburg
1760;Pamel;Vlaams-Brabant
7861;Papignies;Henegouwen
9661;Parike;Oost-Vlaanderen 
1012;Parlement de la communauté française;
5012;Parlement Wallon;
8980;Passendale;West-Vlaanderen
5575;Patignies;Namen
7340;Paturages;Henegouwen
9630;Paulatem;Oost-Vlaanderen 
7740;PECQ;Henegouwen
3990;PEER;Limburg
7120;Peissant;Henegouwen
4287;Pellaines;Luik
3212;Pellenberg;Vlaams-Brabant
1670;PEPINGEN;Vlaams-Brabant
4860;PEPINSTER;Luik
1820;Perk;Vlaams-Brabant
7640;Péronnes-Lez-Antoing;Henegouwen
7134;Péronnes-Lez-Binche;Henegouwen
7600;PÉRUWELZ;Henegouwen
8600;Pervijze;West-Vlaanderen
1360;PERWEZ;Waals-Brabant
5352;Perwez-Haillot;Namen
5660;Pesche;Namen
5590;Pessoux;Namen
9800;Petegem-Aan-De-Leie;Oost-Vlaanderen 
9790;Petegem-Aan-De-Schelde;Oost-Vlaanderen 
5660;Petigny;Namen
5555;Petit-Fays;Namen
4280;Petit-Hallet;Luik
4800;Petit-Rechain;Luik
7090;Petit-Roeulx-Lez-Braine;Henegouwen
7181;Petit-Roeulx-Lez-Nivelles;Henegouwen
6692;Petit-Thier;Luxemburg
5660;Petite-Chapelle;Namen
1800;Peutie;Vlaams-Brabant
5600;PHILIPPEVILLE;Namen
7160;Piéton;Henegouwen
1370;Piétrain;Waals-Brabant
1315;Piètrebais;Waals-Brabant
7904;Pipaix;Henegouwen
3700;Piringen;Limburg
6240;Pironchamps;Henegouwen
8740;PITTEM;West-Vlaanderen
4122;Plainevaux;Luik
1380;Plancenoit;Waals-Brabant
7782;Ploegsteert;Henegouwen
2275;Poederlee;Antwerpen
9880;Poeke;Oost-Vlaanderen 
8920;Poelkapelle;West-Vlaanderen
9850;Poesele;Oost-Vlaanderen 
9401;Pollare;Oost-Vlaanderen 
4800;Polleur;Luik
4910;Polleur;Luik
8647;Pollinkhove;West-Vlaanderen
7322;Pommeroeul;Henegouwen
5574;Pondrôme;Namen
6230;PONT-À-CELLES;Henegouwen
6250;Pont-De-Loup;Henegouwen
5380;Pontillas;Namen
8970;POPERINGE;West-Vlaanderen
2382;Poppel;Antwerpen
7760;Popuelles;Henegouwen
5370;Porcheresse;Namen
6929;Porcheresse;Luxemburg
1100;Postcheque;
7760;Pottes;Henegouwen
4280;Poucet;Luik
4171;Poulseur;Luik
6830;Poupehan;Luxemburg
4350;Pousset;Luik
5660;Presgaux;Namen
6250;Presles;Henegouwen
5170;PROFONDEVILLE;Namen
1414;Promo-Control;
8972;Proven;West-Vlaanderen
5650;Pry;Namen
2242;Pulderbos;Antwerpen
2243;Pulle;Antwerpen
5530;Purnode;Namen
5550;Pussemange;Namen
2580;PUTTE;Antwerpen
2870;PUURS;Antwerpen
7390;QUAREGNON;Henegouwen
7540;Quartes;Henegouwen
1430;Quenast;Waals-Brabant
4610;Queue-Du-Bois;Luik
7972;Quevaucamps;Henegouwen
7040;Quévy-Le-Grand;Henegouwen
7040;Quévy-Le-Petit;Henegouwen
7380;QUIÉVRAIN;Henegouwen
1006;Raad van de Vlaamse Gemeenschapscommissie;
6792;Rachecourt;Luxemburg
4287;Racour;Luik
4730;RAEREN;Luik
6532;Ragnies;Henegouwen
4987;Rahier;Luik
7971;Ramegnies;Henegouwen
7520;Ramegnies-Chin;Henegouwen
4557;Ramelot;Luik
1367;RAMILLIES;Waals-Brabant
1880;Ramsdonk;Vlaams-Brabant
2230;Ramsel;Antwerpen
8301;Ramskapelle;West-Vlaanderen
8620;Ramskapelle;West-Vlaanderen
6470;Rance;Henegouwen
6043;Ransart;Henegouwen
3470;Ransberg;Vlaams-Brabant
2520;RANST;Antwerpen
2380;RAVELS;Antwerpen
7804;Rebaix;Henegouwen
1430;Rebecq-Rognon;Waals-Brabant
4780;Recht;Luik
6800;Recogne;Luxemburg
6890;Redu;Luxemburg
2840;Reet;Antwerpen
3621;Rekem;Limburg
8930;Rekkem;West-Vlaanderen
1731;Relegem;Vlaams-Brabant
6800;Remagne;Luxemburg
3791;Remersdaal;Limburg
4350;REMICOURT;Luik
6987;RENDEUX;Luxemburg
8647;Reninge;West-Vlaanderen
8970;Reningelst;West-Vlaanderen
6500;Renlies;Henegouwen
3950;Reppel;Limburg
7134;Ressaix;Henegouwen
9551;Ressegem;Oost-Vlaanderen 
6927;Resteigne;Luxemburg
2470;RETIE;Antwerpen
4621;Retinne;Luik
4790;Reuland;Luik
6210;Rèves;Henegouwen
5080;Rhisnes;Namen
4600;Richelle;Luik
3770;RIEMST;Limburg
5575;Rienne;Namen
6464;Rièzes;Henegouwen
3840;Rijkel;Limburg
2310;RIJKEVORSEL;Antwerpen
3740;Rijkhoven;Limburg
2820;Rijmenam;Antwerpen
3700;Riksingen;Limburg
3202;Rillaar;Vlaams-Brabant
5170;Rivière;Namen
1330;RIXENSART;Waals-Brabant
6460;Robechies;Henegouwen
6769;Robelmont;Luxemburg
4950;Robertville;Luik
9630;Roborst;Oost-Vlaanderen 
5580;ROCHEFORT;Namen
6830;Rochehaut;Luxemburg
4761;Rocherath;Luik
4690;Roclenge-Sur-Geer;Luik
4000;Rocourt;Luik
8972;Roesbrugge-Haringe;West-Vlaanderen
8800;ROESELARE;West-Vlaanderen
5651;Rognée;Namen
7387;Roisin;Henegouwen
8460;Roksem;West-Vlaanderen
8510;Rollegem;West-Vlaanderen
8880;Rollegem-Kapelle;West-Vlaanderen
4347;Roloux;Luik
5600;Roly;Namen
5600;Romedenne;Namen
5680;Romerée;Namen
3730;Romershoven;Limburg
4624;Romsée;Luik
7623;Rongy;Henegouwen
7090;Ronquières;Henegouwen
9600;RONSE;Oost-Vlaanderen 
9932;Ronsele;Oost-Vlaanderen 
3370;Roosbeek;Vlaams-Brabant
1760;ROOSDAAL;Vlaams-Brabant
5620;Rosée;Namen
6250;Roselies;Henegouwen
1331;Rosières;Waals-Brabant
3740;Rosmeer;Limburg
4257;Rosoux-Crenwick;Luik
6730;Rossignol;Luxemburg
3650;Rotem;Limburg
4120;Rotheux-Rimière;Luik
3110;ROTSELAAR;Vlaams-Brabant
7601;Roucourt;Henegouwen
7120;Rouveroy;Henegouwen
4140;Rouvreux;Luik
6044;Roux;Henegouwen
1315;Roux-Miroir;Waals-Brabant
6900;Roy;Luxemburg
9630;Rozebeke;Oost-Vlaanderen 
1044;RTBF;
1033;RTL-TVI;
1201;RTL-TVI -- obsolete - use 1033 instead;
8020;Ruddervoorde;West-Vlaanderen
6760;Ruette;Luxemburg
9690;Ruien;Oost-Vlaanderen 
1601;Ruisbroek;Vlaams-Brabant
2870;Ruisbroek;Antwerpen
8755;RUISELEDE;West-Vlaanderen
3870;Rukkelingen-Loon;Limburg
6724;Rulles;Luxemburg
8800;Rumbeke;West-Vlaanderen
7610;RUMES;Henegouwen
7540;Rumillies;Henegouwen
3454;Rummen;Vlaams-Brabant
3400;Rumsdorp;Vlaams-Brabant
2840;RUMST;Antwerpen
3803;Runkelen;Limburg
9150;Rupelmonde;Oost-Vlaanderen 
7750;Russeignies;Henegouwen
3700;Rutten;Limburg
3798;S Gravenvoeren;Limburg
5010;SA SUDPRESSE;
6221;Saint-Amand;Henegouwen
4606;Saint-André;Luik
5620;Saint-Aubin;Namen
7034;Saint-Denis;Henegouwen
5081;Saint-Denis-Bovesse;Namen
4470;SAINT-GEORGES-SUR-MEUSE;Luik
5640;Saint-Gérard;Namen
5310;Saint-Germain;Namen
1450;Saint-Géry;Waals-Brabant
7330;SAINT-GHISLAIN;Henegouwen
6870;SAINT-HUBERT;Luxemburg
1370;Saint-Jean-Geest;Waals-Brabant
6747;SAINT-LÉGER;Luxemburg
7730;Saint-Léger;Henegouwen
5003;Saint-Marc;Namen
6762;Saint-Mard;Luxemburg
5190;Saint-Martin;Namen
7500;Saint-Maur;Henegouwen
6887;Saint-Médard;Luxemburg
4420;SAINT-NICOLAS;Luik
6800;Saint-Pierre;Luxemburg
4672;Saint-Remy;Luik
6460;Saint-Remy;Henegouwen
1370;Saint-Remy-Geest;Waals-Brabant
7912;Saint-Sauveur;Henegouwen
5002;Saint-Servais;Namen
4550;Saint-Séverin;Luik
7030;Saint-Symphorien;Henegouwen
7100;Saint-Vaast;Henegouwen
6730;Saint-Vincent;Luxemburg
4780;SAINT-VITH;Luik
6820;Sainte-Cécile;Luxemburg
6800;Sainte-Marie-Chevigny;Luxemburg
6740;Sainte-Marie-Sur-Semois;Luxemburg
1480;Saintes;Waals-Brabant
4671;Saive;Luik
6460;Salles;Henegouwen
5600;Samart;Namen
6982;Samrée;Luxemburg
7080;Sars-La-Bruyère;Henegouwen
6542;Sars-La-Buissière;Henegouwen
5330;Sart-Bernard;Namen
5575;Sart-Custinne;Namen
1495;Sart-Dames-Avelines;Waals-Brabant
5600;Sart-En-Fagne;Namen
5070;Sart-Eustache;Namen
4845;Sart-Lez-Spa;Luik
5070;Sart-Saint-Laurent;Namen
6470;Sautin;Henegouwen
5600;Sautour;Namen
5030;Sauvenière;Namen
1101;Scanning;
1030;SCHAARBEEK;Brussel (19 gemeenten)
3290;Schaffen;Vlaams-Brabant
3732;Schalkhoven;Limburg
5364;Schaltin;Namen
9820;Schelderode;Oost-Vlaanderen 
9860;Scheldewindeke;Oost-Vlaanderen 
2627;SCHELLE;Antwerpen
9260;Schellebelle;Oost-Vlaanderen 
9506;Schendelbeke;Oost-Vlaanderen 
1703;Schepdaal;Vlaams-Brabant
3270;Scherpenheuvel;Vlaams-Brabant
2970;SCHILDE;Antwerpen
4782;Schoenberg;Luik
9200;Schoonaarde;Oost-Vlaanderen 
8433;Schore;West-Vlaanderen
9688;Schorisse;Oost-Vlaanderen 
2900;SCHOTEN;Antwerpen
2223;Schriek;Antwerpen
8700;Schuiferskapelle;West-Vlaanderen
3540;Schulen;Limburg
5300;Sclayn;Namen
5361;Scy;Namen
5300;Seilles;Namen
6781;Sélange;Luxemburg
6596;Seloignes;Henegouwen
9890;Semmerzake;Oost-Vlaanderen 
7180;SENEFFE;Henegouwen
6832;Sensenruth;Luxemburg
4557;Seny;Luik
5630;Senzeille;Namen
6940;Septon;Luxemburg
4100;SERAING;Luik
4537;Seraing-Le-Château;Luik
5590;Serinchamps;Namen
9260;Serskamp;Oost-Vlaanderen 
5521;Serville;Namen
7010;SHAPE;
6640;Sibret;Luxemburg
6750;Signeulx;Luxemburg
8340;Sijsele;West-Vlaanderen
5630;Silenrieux;Namen
7830;SILLY;Henegouwen
9112;Sinaai-Waas;Oost-Vlaanderen 
5377;Sinsin;Namen
1082;SINT-AGATHA-BERCHEM;Brussel (19 gemeenten)
3040;Sint-Agatha-Rode;Vlaams-Brabant
2890;SINT-AMANDS;Antwerpen
9040;Sint-Amandsberg;Oost-Vlaanderen 
8200;Sint-Andries;West-Vlaanderen
9550;Sint-Antelinks;Oost-Vlaanderen 
8710;Sint-Baafs-Vijve;West-Vlaanderen
9630;Sint-Blasius-Boekel;Oost-Vlaanderen 
8554;Sint-Denijs;West-Vlaanderen
9630;Sint-Denijs-Boekel;Oost-Vlaanderen 
9051;Sint-Denijs-Westrem;Oost-Vlaanderen 
8793;Sint-Eloois-Vijve;West-Vlaanderen
8880;Sint-Eloois-Winkel;West-Vlaanderen
1640;SINT-GENESIUS-RODE;Vlaams-Brabant
1060;SINT-GILLIS;Brussel (19 gemeenten)
9200;Sint-Gillis-Dendermonde;Oost-Vlaanderen 
9170;SINT-GILLIS-WAAS;Oost-Vlaanderen 
9620;Sint-Goriks-Oudenhove;Oost-Vlaanderen 
3730;Sint-Huibrechts-Hern;Limburg
3910;Sint-Huibrechts-Lille;Limburg
8600;Sint-Jacobs-Kapelle;West-Vlaanderen
8900;Sint-Jan;West-Vlaanderen
9982;Sint-Jan-In-Eremo;Oost-Vlaanderen 
1080;SINT-JANS-MOLENBEEK;Brussel (19 gemeenten)
2960;Sint-Job-In-'T-Goor;Antwerpen
1210;SINT-JOOST-TEN-NOODE;Brussel (19 gemeenten)
8620;Sint-Joris;West-Vlaanderen
8730;Sint-Joris;West-Vlaanderen
3051;Sint-Joris-Weert;Vlaams-Brabant
3390;Sint-Joris-Winge;Vlaams-Brabant
2860;SINT-KATELIJNE-WAVER;Antwerpen
1742;Sint-Katherina-Lombeek;Vlaams-Brabant
9667;Sint-Kornelis-Horebeke;Oost-Vlaanderen 
8310;Sint-Kruis;West-Vlaanderen
9042;Sint-Kruis-Winkel;Oost-Vlaanderen 
1750;Sint-Kwintens-Lennik;Vlaams-Brabant
3500;Sint-Lambrechts-Herk;Limburg
1200;SINT-LAMBRECHTS-WOLUWE;Brussel (19 gemeenten)
9980;SINT-LAUREINS;Oost-Vlaanderen 
1600;Sint-Laureins-Berchem;Vlaams-Brabant
2960;Sint-Lenaarts;Antwerpen
9550;Sint-Lievens-Esse;Oost-Vlaanderen 
9520;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen 
9981;Sint-Margriete;Oost-Vlaanderen 
3300;Sint-Margriete-Houtem;Vlaams-Brabant
3470;Sint-Margriete-Houtem;Vlaams-Brabant
9667;Sint-Maria-Horebeke;Oost-Vlaanderen 
9630;Sint-Maria-Latem;Oost-Vlaanderen 
9570;Sint-Maria-Lierde;Oost-Vlaanderen 
9620;Sint-Maria-Oudenhove;Oost-Vlaanderen 
9660;Sint-Maria-Oudenhove;Oost-Vlaanderen 
1700;Sint-Martens-Bodegem;Vlaams-Brabant
9830;SINT-MARTENS-LATEM;Oost-Vlaanderen 
9800;Sint-Martens-Leerne;Oost-Vlaanderen 
1750;Sint-Martens-Lennik;Vlaams-Brabant
9572;Sint-Martens-Lierde;Oost-Vlaanderen 
3790;Sint-Martens-Voeren;Limburg
8200;Sint-Michiels;West-Vlaanderen
9100;SINT-NIKLAAS;Oost-Vlaanderen 
9170;Sint-Pauwels;Oost-Vlaanderen 
1541;Sint-Pieters-Kapelle;Vlaams-Brabant
8433;Sint-Pieters-Kapelle;West-Vlaanderen
1600;SINT-PIETERS-LEEUW;Vlaams-Brabant
3220;Sint-Pieters-Rode;Vlaams-Brabant
3792;Sint-Pieters-Voeren;Limburg
1150;SINT-PIETERS-WOLUWE;Brussel (19 gemeenten)
8690;Sint-Rijkers;West-Vlaanderen
1932;Sint-Stevens-Woluwe;Vlaams-Brabant
3800;SINT-TRUIDEN;Limburg
1700;Sint-Ulriks-Kapelle;Vlaams-Brabant
612;Sinterklaas;
4851;Sippenaeken;Luik
7332;Sirault;Henegouwen
6470;Sivry;Henegouwen
9940;Sleidinge;Oost-Vlaanderen 
8433;Slijpe;West-Vlaanderen
4450;Slins;Luik
3700;Sluizen;Limburg
9506;Smeerebbe-Vloerzegem;Oost-Vlaanderen 
9340;Smetlede;Oost-Vlaanderen 
6890;Smuid;Luxemburg
8470;Snaaskerke;West-Vlaanderen
8490;Snellegem;West-Vlaanderen
1105;SOC;
4557;Soheit-Tinlot;Luik
6920;Sohier;Luxemburg
7060;SOIGNIES;Henegouwen
4861;Soiron;Luik
6500;Solre-Saint-Géry;Henegouwen
6560;Solre-Sur-Sambre;Henegouwen
5140;SOMBREFFE;Namen
5377;SOMME-LEUZE;Namen
6769;Sommethonne;Luxemburg
5523;Sommière;Namen
5651;Somzée;Namen
5340;Sorée;Namen
5333;Sorinne-La-Longue;Namen
5503;Sorinnes;Namen
5537;Sosoye;Namen
4920;Sougné-Remouchamps;Luik
5680;Soulme;Namen
4630;SOUMAGNE;Luik
5630;Soumoy;Namen
4950;Sourbrodt;Luik
6182;Souvret;Henegouwen
5590;Sovet;Namen
6997;Soy;Luxemburg
5150;Soye;Namen
4900;SPA;Luik
3510;Spalbeek;Limburg
7032;Spiennes;Henegouwen
8587;Spiere;West-Vlaanderen
5530;Spontin;Namen
4140;SPRIMONT;Luik
5190;Spy;Namen
2940;STABROEK;Antwerpen
8840;STADEN;West-Vlaanderen
8490;Stalhille;West-Vlaanderen
7973;Stambruges;Henegouwen
5646;Stave;Namen
8691;Stavele;West-Vlaanderen
4970;STAVELOT;Luik
9140;Steendorp;Oost-Vlaanderen 
1840;Steenhuffel;Vlaams-Brabant
9550;Steenhuize-Wijnhuize;Oost-Vlaanderen 
8630;Steenkerke;West-Vlaanderen
7090;Steenkerque;Henegouwen
1820;STEENOKKERZEEL;Vlaams-Brabant
9190;STEKENE;Oost-Vlaanderen 
4801;Stembert;Luik
8400;Stene;West-Vlaanderen
1933;Sterrebeek;Vlaams-Brabant
3512;Stevoort;Limburg
3650;Stokkem;Limburg
3511;Stokrooie;Limburg
4987;STOUMONT;Luik
6887;Straimont;Luxemburg
6511;Strée;Henegouwen
4577;Strée-Lez-Huy;Luik
7110;Strépy-Bracquegnies;Henegouwen
9620;Strijpen;Oost-Vlaanderen 
1760;Strijtem;Vlaams-Brabant
1853;Strombeek-Bever;Vlaams-Brabant
8600;Stuivekenskerke;West-Vlaanderen
5020;Suarlée;Namen
5550;Sugny;Namen
5600;Surice;Namen
6812;Suxy;Luxemburg
6661;Tailles;Luxemburg
7618;Taintignies;Henegouwen
5060;Tamines;Namen
5651;Tarcienne;Namen
4163;Tavier;Luik
5310;Taviers;Namen
6662;Tavigny;Luxemburg
6927;TELLIN;Luxemburg
7520;Templeuve;Henegouwen
5020;Temploux;Namen
9140;TEMSE;Oost-Vlaanderen 
6970;TENNEVILLE;Luxemburg
1790;Teralfene;Vlaams-Brabant
2840;Terhagen;Antwerpen
6813;Termes;Luxemburg
1740;TERNAT;Vlaams-Brabant
7333;Tertre;Henegouwen
3080;TERVUREN;Vlaams-Brabant
4560;Terwagne;Luik
3980;TESSENDERLO;Limburg
3272;Testelt;Vlaams-Brabant
3793;Teuven;Limburg
4910;THEUX;Luik
6717;Thiaumont;Luxemburg
7070;Thieu;Henegouwen
7901;Thieulain;Henegouwen
7061;Thieusies;Henegouwen
6230;Thiméon;Henegouwen
4890;Thimister;Luik
7533;Thimougies;Henegouwen
1402;Thines;Waals-Brabant
6500;Thirimont;Henegouwen
4280;Thisnes;Luik
4791;Thommen;Luik
5300;Thon;Namen
1360;Thorembais-Les-Béguines;Waals-Brabant
1360;Thorembais-Saint-Trond;Waals-Brabant
7830;Thoricourt;Henegouwen
6536;Thuillies;Henegouwen
6530;THUIN;Henegouwen
7350;Thulin;Henegouwen
7971;Thumaide;Henegouwen
5621;Thy-Le-Baudouin;Namen
5651;Thy-Le-Château;Namen
5502;Thynes;Namen
4367;Thys;Luik
8573;Tiegem;West-Vlaanderen
2460;Tielen;Antwerpen
9140;Tielrode;Oost-Vlaanderen 
3390;Tielt;Vlaams-Brabant
8700;TIELT;West-Vlaanderen
3300;TIENEN;Vlaams-Brabant
4630;Tignée;Luik
4500;Tihange;Luik
3150;Tildonk;Vlaams-Brabant
4130;Tilff;Luik
6680;Tillet;Luxemburg
4420;Tilleur;Luik
5380;Tillier;Namen
1495;Tilly;Waals-Brabant
4557;TINLOT;Luik
6637;Tintange;Luxemburg
